Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20201026:0430,810.68,51.29,27.25,0.55,0.0
20201026:0530,895.75,62.1,28.71,0.76,0.0
20201026:0630,901.57,67.6,29.71,1.03,0.0
20201026:0730,751.15,64.13,30.2,1.31,0.0
20201026:0830,708.56,54.21,29.99,1.66,0.0
20201026:0930,526.27,41.66,29.81,1.79,0.0
20201026:1030,354.81,28.07,29.16,1.45,0.0
20201026:1130,177.68,13.98,28.24,1.45,0.0
20201026:1230,0.0,-0.35,27.18,1.24,0.0
20201026:1330,0.0,0.0,26.19,1.24,0.0
20201026:1430,0.0,0.0,25.58,1.1,0.0
20201026:1530,0.0,0.0,25.28,0.9,0.0
20201026:1630,0.0,0.0,24.95,0.97,0.0
20201026:1730,0.0,0.0,24.64,0.69,0.0
20201026:1830,0.0,0.0,24.47,0.69,0.0
20201026:1930,0.0,0.0,24.21,0.83,0.0
20201026:2030,0.0,0.0,23.89,0.9,0.0
20201026:2130,0.0,0.0,23.89,0.9,0.0
20201026:2230,0.0,0.0,23.74,0.97,0.0
20201026:2330,0.0,0.0,23.55,0.9,0.0
20201027:0030,0.0,-3.93,23.28,0.97,0.0
20201027:0130,148.27,10.43,23.14,1.03,0.0
20201027:0230,337.62,24.56,24.67,0.28,0.0
20201027:0330,569.36,38.27,26.3,0.21,0.0
20201027:0430,735.07,51.11,27.65,0.62,0.0
20201027:0530,695.08,61.84,28.88,1.03,0.0
20201027:0630,536.91,67.26,28.57,1.1,0.0
20201027:0730,613.73,63.83,28.17,1.52,0.0
20201027:0830,526.68,53.99,28.28,1.17,0.0
20201027:0930,402.83,41.5,27.76,0.83,0.0
20201027:1030,164.46,27.94,27.23,0.34,0.0
20201027:1130,79.2,13.89,25.7,0.0,0.0
20201027:1230,0.0,-0.43,25.37,0.48,0.0
20201027:1330,0.0,0.0,25.03,0.34,0.0
20201027:1430,0.0,0.0,24.65,0.9,0.0
20201027:1530,0.0,0.0,24.33,0.97,0.0
20201027:1630,0.0,0.0,23.97,1.1,0.0
20201027:1730,0.0,0.0,23.6,1.03,0.0
20201027:1830,0.0,0.0,23.14,0.97,0.0
20201027:1930,0.0,0.0,23.82,0.97,0.0
20201027:2030,0.0,0.0,23.66,0.83,0.0
20201027:2130,0.0,0.0,24.12,0.34,0.0
20201027:2230,0.0,0.0,24.07,0.34,0.0
20201027:2330,0.0,0.0,23.83,0.41,0.0
20201028:0030,0.0,-3.97,23.0,0.97,0.0
20201028:0130,134.8,10.37,22.16,1.24,0.0
20201028:0230,363.47,24.47,24.16,0.41,0.0
20201028:0330,572.86,38.15,26.13,0.34,0.0
20201028:0430,761.55,50.93,27.29,0.48,0.0
20201028:0530,814.2,61.58,28.64,0.76,0.0
20201028:0630,880.89,66.93,29.67,1.1,0.0
20201028:0730,795.21,63.53,29.98,1.45,0.0
20201028:0830,580.99,53.77,29.28,1.38,0.0
20201028:0930,246.14,41.34,29.15,1.24,0.0
20201028:1030,167.32,27.82,27.83,0.34,0.0
20201028:1130,71.06,13.79,26.55,0.28,0.0
20201028:1230,0.0,-0.5,24.7,0.14,0.0
20201028:1330,0.0,0.0,24.39,1.17,0.0
20201028:1430,0.0,0.0,23.7,1.03,0.0
20201028:1530,0.0,0.0,23.22,0.9,0.0
20201028:1630,0.0,0.0,22.82,1.17,0.0
20201028:1730,0.0,0.0,22.74,1.1,0.0
20201028:1830,0.0,0.0,22.44,1.17,0.0
20201028:1930,0.0,0.0,23.05,0.97,0.0
20201028:2030,0.0,0.0,22.39,0.83,0.0
20201028:2130,0.0,0.0,22.1,1.1,0.0
20201028:2230,0.0,0.0,22.15,1.17,0.0
20201028:2330,0.0,0.0,22.23,1.03,0.0
20201029:0030,0.0,-4.02,22.18,0.97,0.0
20201029:0130,125.78,10.3,22.1,0.9,0.0
20201029:0230,338.59,24.38,23.05,0.41,0.0
20201029:0330,439.27,38.02,24.79,0.21,0.0
20201029:0430,607.71,50.75,25.97,0.21,0.0
20201029:0530,799.99,61.32,27.53,0.48,0.0
20201029:0630,841.34,66.59,28.89,1.03,0.0
20201029:0730,715.61,63.24,29.69,1.24,0.0
20201029:0830,567.99,53.56,29.68,1.17,0.0
20201029:0930,358.71,41.18,28.95,1.1,0.0
20201029:1030,279.2,27.7,28.35,0.97,0.0
20201029:1130,173.41,13.7,26.92,0.83,0.0
20201029:1230,0.0,-0.57,26.12,0.41,0.0
20201029:1330,0.0,0.0,25.61,0.62,0.0
20201029:1430,0.0,0.0,24.88,0.97,0.0
20201029:1530,0.0,0.0,24.47,0.83,0.0
20201029:1630,0.0,0.0,24.18,0.83,0.0
20201029:1730,0.0,0.0,23.95,0.69,0.0
20201029:1830,0.0,0.0,23.79,0.76,0.0
20201029:1930,0.0,0.0,23.61,1.1,0.0
20201029:2030,0.0,0.0,23.08,0.83,0.0
20201029:2130,0.0,0.0,22.33,0.76,0.0
20201029:2230,0.0,0.0,21.98,0.62,0.0
20201029:2330,0.0,0.0,21.67,0.48,0.0
20201030:0030,0.0,-4.07,22.12,0.83,0.0
20201030:0130,162.52,10.23,22.14,0.9,0.0
20201030:0230,369.0,24.29,22.9,0.41,0.0
20201030:0330,603.51,37.89,24.34,0.21,0.0
20201030:0430,710.04,50.56,26.0,0.14,0.0
20201030:0530,886.75,61.06,27.66,0.41,0.0
20201030:0630,829.86,66.27,28.84,0.97,0.0
20201030:0730,751.9,62.95,29.05,1.24,0.0
20201030:0830,684.33,53.34,29.26,1.24,0.0
20201030:0930,531.7,41.03,29.07,0.97,0.0
20201030:1030,373.81,27.59,28.51,0.97,0.0
20201030:1130,173.91,13.62,28.04,0.9,0.0
20201030:1230,0.0,-0.63,26.78,0.41,0.0
20201030:1330,0.0,0.0,26.12,0.9,0.0
20201030:1430,0.0,0.0,25.46,0.69,0.0
20201030:1530,0.0,0.0,24.88,0.34,0.0
20201030:1630,0.0,0.0,23.92,1.03,0.0
20201030:1730,0.0,0.0,23.43,0.83,0.0
20201030:1830,0.0,0.0,23.33,0.83,0.0
20201030:1930,0.0,0.0,23.35,1.17,0.0
20201030:2030,0.0,0.0,23.31,1.1,0.0
20201030:2130,0.0,0.0,23.01,1.1,0.0
20201030:2230,0.0,0.0,22.78,1.31,0.0
20201030:2330,0.0,0.0,22.41,0.9,0.0
20201031:0030,0.0,-4.11,21.93,0.62,0.0
20201031:0130,170.91,10.16,21.56,0.62,0.0
20201031:0230,393.66,24.19,22.97,0.41,0.0
20201031:0330,639.46,37.76,24.66,0.41,0.0
20201031:0430,688.78,50.38,26.33,0.69,0.0
20201031:0530,794.21,60.79,27.69,0.62,0.0
20201031:0630,802.59,65.94,28.76,0.83,0.0
20201031:0730,699.78,62.66,29.26,1.31,0.0
20201031:0830,626.32,53.14,29.19,1.24,0.0
20201031:0930,536.72,40.88,28.99,0.97,0.0
20201031:1030,350.8,27.48,28.69,0.69,0.0
20201031:1130,195.17,13.54,28.07,0.83,0.0
20201031:1230,0.0,-0.69,27.17,0.83,0.0
20201031:1330,0.0,0.0,26.45,0.69,0.0
20201031:1430,0.0,0.0,26.09,0.21,0.0
20201031:1530,0.0,0.0,25.59,0.14,0.0
20201031:1630,0.0,0.0,25.31,0.28,0.0
20201031:1730,0.0,0.0,25.27,0.14,0.0
20201031:1830,0.0,0.0,24.39,0.9,0.0
20201031:1930,0.0,0.0,24.35,1.17,0.0
20201031:2030,0.0,0.0,24.16,1.1,0.0
20201031:2130,0.0,0.0,23.9,1.03,0.0
20201031:2230,0.0,0.0,23.44,0.9,0.0
20201031:2330,0.0,0.0,23.39,1.1,0.0
20201101:0030,0.0,-4.17,23.14,1.31,0.0
20201101:0130,153.52,10.09,22.88,1.31,0.0
20201101:0230,338.83,24.09,23.96,0.76,0.0
20201101:0330,514.1,37.62,25.75,0.62,0.0
20201101:0430,729.33,50.19,27.22,0.62,0.0
20201101:0530,770.78,60.53,28.6,0.69,0.0
20201101:0630,793.47,65.62,29.4,0.76,0.0
20201101:0730,789.37,62.38,30.05,1.1,0.0
20201101:0830,565.5,52.93,29.56,1.31,0.0
20201101:0930,532.0,40.73,28.81,1.03,0.0
20201101:1030,284.4,27.37,28.5,0.9,0.0
20201101:1130,163.31,13.46,27.68,0.9,0.0
20201101:1230,0.0,-0.75,26.71,0.62,0.0
20201101:1330,0.0,0.0,26.26,0.55,0.0
20201101:1430,0.0,0.0,25.83,0.34,0.0
20201101:1530,0.0,0.0,25.71,0.34,0.0
20201101:1630,0.0,0.0,25.37,0.69,0.0
20201101:1730,0.0,0.0,24.77,0.76,0.0
20201101:1830,0.0,0.0,24.38,0.55,0.0
20201101:1930,0.0,0.0,25.09,0.41,0.0
20201101:2030,0.0,0.0,24.33,0.69,0.0
20201101:2130,0.0,0.0,24.22,0.97,0.0
20201101:2230,0.0,0.0,23.81,0.83,0.0
20201101:2330,0.0,0.0,23.62,0.83,0.0
20201102:0030,0.0,-4.22,23.44,1.03,0.0
20201102:0130,136.33,10.01,23.3,1.1,0.0
20201102:0230,320.51,23.99,23.73,0.62,0.0
20201102:0330,537.59,37.48,25.09,0.41,0.0
20201102:0430,749.41,50.0,26.63,0.28,0.0
20201102:0530,805.19,60.27,28.19,0.48,0.0
20201102:0630,710.77,65.3,29.21,1.03,0.0
20201102:0730,517.07,62.1,29.12,0.97,0.0
20201102:0830,628.99,52.73,28.52,0.55,0.0
20201102:0930,495.3,40.59,28.92,0.14,0.0
20201102:1030,303.21,27.27,28.95,0.48,0.0
20201102:1130,99.41,13.38,27.8,0.34,0.0
20201102:1230,0.0,-0.8,26.99,0.34,0.0
20201102:1330,0.0,0.0,26.12,0.62,0.0
20201102:1430,0.0,0.0,25.94,0.0,0.0
20201102:1530,0.0,0.0,25.61,0.76,0.0
20201102:1630,0.0,0.0,25.14,0.69,0.0
20201102:1730,0.0,0.0,24.78,0.62,0.0
20201102:1830,0.0,0.0,24.63,0.69,0.0
20201102:1930,0.0,0.0,25.84,0.07,0.0
20201102:2030,0.0,0.0,25.71,0.28,0.0
20201102:2130,0.0,0.0,24.92,0.62,0.0
20201102:2230,0.0,0.0,24.13,0.76,0.0
20201102:2330,0.0,0.0,23.85,1.03,0.0
20201103:0030,0.0,-4.28,23.52,0.97,0.0
20201103:0130,147.1,9.93,23.27,0.83,0.0
20201103:0230,371.07,23.88,24.35,0.41,0.0
20201103:0330,578.25,37.34,25.8,0.48,0.0
20201103:0430,707.81,49.8,27.58,0.14,0.0
20201103:0530,851.8,60.0,28.85,0.28,0.0
20201103:0630,720.39,64.98,29.82,0.9,0.0
20201103:0730,433.1,61.82,28.51,0.83,0.0
20201103:0830,498.53,52.53,27.77,0.55,0.0
20201103:0930,317.4,40.45,28.34,0.83,0.0
20201103:1030,157.39,27.17,27.01,0.55,0.0
20201103:1130,53.82,13.31,26.74,0.69,0.0
20201103:1230,0.0,-0.85,26.35,0.48,0.0
20201103:1330,0.0,0.0,26.16,0.48,0.0
20201103:1430,0.0,0.0,25.77,0.97,0.0
20201103:1530,0.0,0.0,25.41,1.03,0.0
20201103:1630,0.0,0.0,25.08,1.03,0.0
20201103:1730,0.0,0.0,24.64,0.83,0.0
20201103:1830,0.0,0.0,23.96,0.62,0.0
20201103:1930,0.0,0.0,23.78,1.38,0.0
20201103:2030,0.0,0.0,23.56,1.24,0.0
20201103:2130,0.0,0.0,23.26,1.17,0.0
20201103:2230,0.0,0.0,23.01,1.24,0.0
20201103:2330,0.0,0.0,22.88,1.17,0.0
20201104:0030,0.0,-4.34,23.13,1.24,0.0
20201104:0130,113.9,9.85,22.48,1.38,0.0
20201104:0230,319.06,23.77,23.44,0.55,0.0
20201104:0330,463.07,37.2,25.27,0.14,0.0
20201104:0430,662.86,49.61,26.46,0.76,0.0
20201104:0530,705.08,59.74,27.2,0.76,0.0
20201104:0630,869.49,64.67,28.22,0.97,0.0
20201104:0730,597.69,61.56,29.3,0.9,0.0
20201104:0830,407.04,52.34,29.04,1.03,0.0
20201104:0930,297.6,40.31,28.44,0.41,0.0
20201104:1030,147.24,27.07,28.11,0.34,0.0
20201104:1130,47.32,13.24,26.1,0.07,0.0
20201104:1230,0.0,-0.9,25.38,0.41,0.0
20201104:1330,0.0,0.0,25.39,0.55,0.0
20201104:1430,0.0,0.0,24.94,0.41,0.0
20201104:1530,0.0,0.0,24.68,0.69,0.0
20201104:1630,0.0,0.0,24.33,0.76,0.0
20201104:1730,0.0,0.0,23.96,0.76,0.0
20201104:1830,0.0,0.0,23.82,0.83,0.0
20201104:1930,0.0,0.0,24.26,0.69,0.0
20201104:2030,0.0,0.0,24.47,0.21,0.0
20201104:2130,0.0,0.0,23.22,0.55,0.0
20201104:2230,0.0,0.0,23.1,0.34,0.0
20201104:2330,0.0,0.0,22.79,0.69,0.0
20201105:0030,0.0,-4.4,22.9,1.03,0.0
20201105:0130,67.43,9.77,22.49,0.97,0.0
20201105:0230,341.3,23.66,23.42,0.55,0.0
20201105:0330,550.81,37.05,25.11,0.41,0.0
20201105:0430,666.72,49.41,26.6,0.21,0.0
20201105:0530,763.37,59.48,28.32,0.55,0.0
20201105:0630,535.95,64.36,28.95,0.9,0.0
20201105:0730,484.75,61.29,27.58,0.34,0.0
20201105:0830,411.29,52.15,27.69,0.48,0.0
20201105:0930,229.08,40.18,27.21,0.48,0.0
20201105:1030,117.78,26.98,26.43,0.21,0.0
20201105:1130,23.43,13.18,25.74,0.21,0.0
20201105:1230,0.0,-0.94,25.38,0.62,0.0
20201105:1330,0.0,0.0,25.15,0.55,0.0
20201105:1430,0.0,0.0,24.85,0.69,0.0
20201105:1530,0.0,0.0,24.37,0.62,0.0
20201105:1630,0.0,0.0,24.03,0.83,0.0
20201105:1730,0.0,0.0,23.69,0.9,0.0
20201105:1830,0.0,0.0,23.65,1.03,0.0
20201105:1930,0.0,0.0,24.06,1.03,0.0
20201105:2030,0.0,0.0,23.59,0.9,0.0
20201105:2130,0.0,0.0,22.95,0.9,0.0
20201105:2230,0.0,0.0,22.58,1.03,0.0
20201105:2330,0.0,0.0,22.62,0.97,0.0
20201106:0030,0.0,-4.46,23.26,1.03,0.0
20201106:0130,118.07,9.68,22.28,0.97,0.0
20201106:0230,314.11,23.55,24.1,0.28,0.0
20201106:0330,431.46,36.9,25.64,0.41,0.0
20201106:0430,588.23,49.22,26.47,0.48,0.0
20201106:0530,726.26,59.22,27.69,0.48,0.0
20201106:0630,533.86,64.06,29.13,0.9,0.0
20201106:0730,575.17,61.03,28.89,1.17,0.0
20201106:0830,347.19,51.97,28.21,0.48,0.0
20201106:0930,227.6,40.05,27.87,0.69,0.0
20201106:1030,158.08,26.89,27.56,0.48,0.0
20201106:1130,56.84,13.12,27.14,0.55,0.0
20201106:1230,0.0,-0.97,26.41,0.07,0.0
20201106:1330,0.0,0.0,26.13,0.41,0.0
20201106:1430,0.0,0.0,25.7,0.62,0.0
20201106:1530,0.0,0.0,25.28,0.83,0.0
20201106:1630,0.0,0.0,25.01,0.9,0.0
20201106:1730,0.0,0.0,24.77,0.97,0.0
20201106:1830,0.0,0.0,24.52,0.97,0.0
20201106:1930,0.0,0.0,24.11,0.83,0.0
20201106:2030,0.0,0.0,23.73,1.03,0.0
20201106:2130,0.0,0.0,23.58,1.03,0.0
20201106:2230,0.0,0.0,23.27,1.03,0.0
20201106:2330,0.0,0.0,22.98,1.03,0.0
20201107:0030,0.0,-4.53,22.84,1.17,0.0
20201107:0130,169.41,9.6,22.6,1.24,0.0
20201107:0230,360.86,23.44,24.22,0.62,0.0
20201107:0330,610.7,36.75,26.19,0.48,0.0
20201107:0430,679.97,49.02,27.89,0.21,0.0
20201107:0530,799.37,58.96,29.17,0.21,0.0
20201107:0630,813.36,63.76,30.29,0.21,0.0
20201107:0730,808.63,60.77,30.96,0.34,0.0
20201107:0830,732.21,51.78,31.31,0.9,0.0
20201107:0930,433.5,39.93,30.6,1.24,0.0
20201107:1030,351.36,26.8,29.65,1.52,0.0
20201107:1130,184.91,13.06,28.39,0.76,0.0
20201107:1230,0.0,-1.01,27.41,0.14,0.0
20201107:1330,0.0,0.0,26.82,0.41,0.0
20201107:1430,0.0,0.0,26.26,0.34,0.0
20201107:1530,0.0,0.0,25.89,0.69,0.0
20201107:1630,0.0,0.0,25.6,1.24,0.0
20201107:1730,0.0,0.0,24.85,1.17,0.0
20201107:1830,0.0,0.0,24.49,0.97,0.0
20201107:1930,0.0,0.0,24.78,0.62,0.0
20201107:2030,0.0,0.0,24.41,0.62,0.0
20201107:2130,0.0,0.0,24.12,0.62,0.0
20201107:2230,0.0,0.0,24.12,0.55,0.0
20201107:2330,0.0,0.0,23.41,0.83,0.0
20201108:0030,0.0,-4.6,23.18,1.17,0.0
20201108:0130,154.15,9.5,23.05,1.24,0.0
20201108:0230,404.02,23.32,24.45,0.48,0.0
20201108:0330,568.83,36.6,26.19,0.41,0.0
20201108:0430,732.11,48.82,27.63,0.69,0.0
20201108:0530,740.05,58.7,28.62,1.03,0.0
20201108:0630,565.51,63.47,28.85,1.1,0.0
20201108:0730,680.69,60.52,28.29,0.55,0.0
20201108:0830,526.58,51.61,29.0,0.9,0.0
20201108:0930,327.1,39.81,28.61,1.17,0.0
20201108:1030,130.04,26.72,27.18,1.03,0.0
20201108:1130,51.54,13.01,25.89,0.21,0.0
20201108:1230,0.0,-1.03,25.21,0.41,0.0
20201108:1330,0.0,0.0,24.96,0.69,0.0
20201108:1430,0.0,0.0,24.63,0.48,0.0
20201108:1530,0.0,0.0,24.16,0.69,0.0
20201108:1630,0.0,0.0,23.94,0.62,0.0
20201108:1730,0.0,0.0,23.42,1.1,0.0
20201108:1830,0.0,0.0,23.14,1.24,0.0
20201108:1930,0.0,0.0,23.07,1.03,0.0
20201108:2030,0.0,0.0,23.03,0.9,0.0
20201108:2130,0.0,0.0,22.93,0.76,0.0
20201108:2230,0.0,0.0,22.48,0.62,0.0
20201108:2330,0.0,0.0,22.18,0.69,0.0
20201109:0030,0.0,-4.67,22.72,0.9,0.0
20201109:0130,171.2,9.41,21.92,0.69,0.0
20201109:0230,378.42,23.2,23.82,0.28,0.0
20201109:0330,566.89,36.45,25.27,0.28,0.0
20201109:0430,751.98,48.62,26.6,0.07,0.0
20201109:0530,864.97,58.44,28.02,0.28,0.0
20201109:0630,805.75,63.18,29.35,0.62,0.0
20201109:0730,718.85,60.28,29.71,0.97,0.0
20201109:0830,649.64,51.43,29.82,0.9,0.0
20201109:0930,564.0,39.69,30.35,1.03,0.0
20201109:1030,420.59,26.65,29.78,0.69,0.0
20201109:1130,180.81,12.96,28.71,0.76,0.0
20201109:1230,0.0,-1.06,27.91,1.1,0.0
20201109:1330,0.0,0.0,26.86,1.1,0.0
20201109:1430,0.0,0.0,26.07,1.03,0.0
20201109:1530,0.0,0.0,25.46,0.97,0.0
20201109:1630,0.0,0.0,25.15,0.97,0.0
20201109:1730,0.0,0.0,24.96,1.1,0.0
20201109:1830,0.0,0.0,24.73,1.1,0.0
20201109:1930,0.0,0.0,24.47,0.69,0.0
20201109:2030,0.0,0.0,24.1,1.03,0.0
20201109:2130,0.0,0.0,23.77,1.38,0.0
20201109:2230,0.0,0.0,23.45,1.38,0.0
20201109:2330,0.0,0.0,23.08,1.1,0.0
20201110:0030,0.0,-4.75,22.55,0.69,0.0
20201110:0130,108.14,9.32,22.37,1.17,0.0
20201110:0230,311.2,23.08,23.47,0.9,0.0
20201110:0330,572.52,36.3,25.16,0.83,0.0
20201110:0430,755.33,48.43,26.97,0.55,0.0
20201110:0530,841.28,58.19,28.34,0.41,0.0
20201110:0630,821.63,62.89,29.32,0.62,0.0
20201110:0730,792.55,60.04,30.0,0.41,0.0
20201110:0830,655.28,51.26,30.48,0.76,0.0
20201110:0930,500.81,39.58,30.31,1.24,0.0
20201110:1030,262.38,26.57,29.47,1.86,0.0
20201110:1130,117.37,12.92,28.2,1.72,0.0
20201110:1230,0.0,-1.08,27.03,1.24,0.0
20201110:1330,0.0,0.0,26.21,1.03,0.0
20201110:1430,0.0,0.0,25.39,0.55,0.0
20201110:1530,0.0,0.0,24.88,0.9,0.0
20201110:1630,0.0,0.0,24.43,1.1,0.0
20201110:1730,0.0,0.0,24.12,1.24,0.0
20201110:1830,0.0,0.0,23.8,1.31,0.0
20201110:1930,0.0,0.0,23.49,1.17,0.0
20201110:2030,0.0,0.0,22.83,1.24,0.0
20201110:2130,0.0,0.0,22.21,1.24,0.0
20201110:2230,0.0,0.0,21.73,1.24,0.0
20201110:2330,0.0,0.0,21.39,1.24,0.0
20201111:0030,0.0,-4.82,21.03,1.31,0.0
20201111:0130,32.4,9.22,20.81,1.31,0.0
20201111:0230,452.72,22.96,22.68,0.69,0.0
20201111:0330,668.85,36.14,25.35,0.34,0.0
20201111:0430,841.11,48.23,27.16,0.28,0.0
20201111:0530,895.31,57.94,28.46,0.62,0.0
20201111:0630,825.54,62.61,29.35,0.9,0.0
20201111:0730,812.79,59.8,29.93,1.17,0.0
20201111:0830,745.65,51.1,30.03,1.59,0.0
20201111:0930,574.78,39.47,29.76,2.07,0.0
20201111:1030,378.12,26.5,29.03,2.07,0.0
20201111:1130,131.29,12.88,28.06,1.66,0.0
20201111:1230,0.0,-1.1,27.0,0.83,0.0
20201111:1330,0.0,0.0,26.52,0.21,0.0
20201111:1430,0.0,0.0,25.86,0.83,0.0
20201111:1530,0.0,0.0,25.35,1.24,0.0
20201111:1630,0.0,0.0,24.68,1.31,0.0
20201111:1730,0.0,0.0,24.26,1.17,0.0
20201111:1830,0.0,0.0,23.83,1.1,0.0
20201111:1930,0.0,0.0,23.66,0.9,0.0
20201111:2030,0.0,0.0,23.53,0.9,0.0
20201111:2130,0.0,0.0,23.65,0.9,0.0
20201111:2230,0.0,0.0,23.71,1.03,0.0
20201111:2330,0.0,0.0,23.66,1.1,0.0
20201112:0030,0.0,-4.9,23.63,1.1,0.0
20201112:0130,42.23,9.12,23.61,1.03,0.0
20201112:0230,322.22,22.83,24.23,0.34,0.0
20201112:0330,589.25,35.98,26.28,0.14,0.0
20201112:0430,706.87,48.03,27.82,0.34,0.0
20201112:0530,603.03,57.69,28.92,0.55,0.0
20201112:0630,741.18,62.33,29.15,0.83,0.0
20201112:0730,661.7,59.57,30.02,0.62,0.0
20201112:0830,466.94,50.94,29.53,0.69,0.0
20201112:0930,178.24,39.36,29.07,1.31,0.0
20201112:1030,119.44,26.44,27.94,0.97,0.0
20201112:1130,66.7,12.84,27.63,0.9,0.0
20201112:1230,0.0,-1.11,27.08,0.83,0.0
20201112:1330,0.0,0.0,26.52,1.24,0.0
20201112:1430,0.0,0.0,26.11,1.24,0.0
20201112:1530,0.0,0.0,25.98,0.97,0.0
20201112:1630,0.0,0.0,25.94,0.41,0.0
20201112:1730,0.0,0.0,25.73,0.34,0.0
20201112:1830,0.0,0.0,25.25,0.97,0.0
20201112:1930,0.0,0.0,24.86,0.83,0.0
20201112:2030,0.0,0.0,24.52,0.55,0.0
20201112:2130,0.0,0.0,24.18,0.55,0.0
20201112:2230,0.0,0.0,24.01,0.76,0.0
20201112:2330,0.0,0.0,23.79,0.83,0.0
20201113:0030,0.0,-4.98,23.77,0.83,0.0
20201113:0130,29.34,9.02,23.41,0.62,0.0
20201113:0230,258.04,22.71,24.28,0.55,0.0
20201113:0330,423.4,35.83,24.92,0.55,0.0
20201113:0430,526.91,47.83,27.08,0.34,0.0
20201113:0530,598.46,57.44,28.17,0.48,0.0
20201113:0630,550.33,62.06,28.88,1.03,0.0
20201113:0730,429.1,59.34,28.38,0.34,0.0
20201113:0830,335.32,50.78,27.96,0.34,0.0
20201113:0930,208.35,39.26,27.1,0.21,0.0
20201113:1030,155.64,26.38,26.47,0.07,0.0
20201113:1130,74.9,12.81,26.34,0.07,0.0
20201113:1230,0.0,-1.12,26.0,0.28,0.0
20201113:1330,0.0,0.0,25.91,0.14,0.0
20201113:1430,0.0,0.0,25.51,0.28,0.0
20201113:1530,0.0,0.0,25.4,0.9,0.0
20201113:1630,0.0,0.0,25.09,0.76,0.0
20201113:1730,0.0,0.0,24.85,0.69,0.0
20201113:1830,0.0,0.0,24.58,0.9,0.0
20201113:1930,0.0,0.0,23.97,0.41,0.0
20201113:2030,0.0,0.0,23.96,0.34,0.0
20201113:2130,0.0,0.0,23.85,0.55,0.0
20201113:2230,0.0,0.0,23.74,0.83,0.0
20201113:2330,0.0,0.0,23.6,0.9,0.0
20201114:0030,0.0,-5.06,23.76,0.83,0.0
20201114:0130,26.49,8.92,23.2,0.9,0.0
20201114:0230,167.02,22.58,23.63,0.55,0.0
20201114:0330,452.75,35.67,24.7,0.48,0.0
20201114:0430,510.09,47.63,26.18,1.03,0.0
20201114:0530,676.41,57.19,27.14,1.24,0.0
20201114:0630,809.57,61.79,27.87,1.45,0.0
20201114:0730,747.56,59.12,31.01,0.55,0.0
20201114:0830,679.67,50.63,31.49,0.83,0.0
20201114:0930,580.52,39.17,31.39,1.24,0.0
20201114:1030,413.08,26.32,30.04,1.17,0.0
20201114:1130,205.38,12.78,29.29,1.17,0.0
20201114:1230,0.0,-1.12,28.22,1.17,0.0
20201114:1330,0.0,0.0,27.24,1.1,0.0
20201114:1430,0.0,0.0,26.66,0.9,0.0
20201114:1530,0.0,0.0,26.12,1.1,0.0
20201114:1630,0.0,0.0,25.44,1.17,0.0
20201114:1730,0.0,0.0,24.89,0.97,0.0
20201114:1830,0.0,0.0,24.63,0.69,0.0
20201114:1930,0.0,0.0,24.64,0.62,0.0
20201114:2030,0.0,0.0,24.17,0.62,0.0
20201114:2130,0.0,0.0,23.74,0.97,0.0
20201114:2230,0.0,0.0,23.63,1.17,0.0
20201114:2330,0.0,0.0,23.23,1.24,0.0
20201115:0030,0.0,-5.15,23.01,1.24,0.0
20201115:0130,32.77,8.81,22.89,1.24,0.0
20201115:0230,317.74,22.45,24.15,0.55,0.0
20201115:0330,549.34,35.51,25.99,0.34,0.0
20201115:0430,619.14,47.43,27.52,0.28,0.0
20201115:0530,753.54,56.95,28.58,0.48,0.0
20201115:0630,487.81,61.53,29.03,0.34,0.0
20201115:0730,319.11,58.91,31.53,0.34,0.0
20201115:0830,324.43,50.49,28.18,0.55,0.0
20201115:0930,308.04,39.08,28.25,0.69,0.0
20201115:1030,158.84,26.27,27.52,0.62,0.0
20201115:1130,71.02,12.76,26.6,0.34,0.0
20201115:1230,0.0,-1.12,25.94,1.03,0.0
20201115:1330,0.0,0.0,25.79,1.24,0.0
20201115:1430,0.0,0.0,25.26,1.1,0.0
20201115:1530,0.0,0.0,24.79,1.03,0.0
20201115:1630,0.0,0.0,24.44,1.1,0.0
20201115:1730,0.0,0.0,24.22,1.03,0.0
20201115:1830,0.0,0.0,23.96,1.1,0.0
20201115:1930,0.0,0.0,23.84,1.1,0.0
20201115:2030,0.0,0.0,23.5,1.1,0.0
20201115:2130,0.0,0.0,23.14,0.83,0.0
20201115:2230,0.0,0.0,22.96,0.69,0.0
20201115:2330,0.0,0.0,22.44,0.83,0.0
20201116:0030,0.0,-5.23,23.64,1.1,0.0
20201116:0130,28.62,8.7,22.65,1.17,0.0
20201116:0230,282.99,22.32,24.49,0.69,0.0
20201116:0330,408.77,35.35,26.12,0.41,0.0
20201116:0430,486.52,47.23,27.36,0.07,0.0
20201116:0530,590.92,56.71,28.4,0.28,0.0
20201116:0630,180.82,61.27,29.53,0.55,0.0
20201116:0730,104.61,58.7,25.89,1.03,0.0
20201116:0830,97.17,50.35,26.7,1.1,0.0
20201116:0930,52.7,38.99,25.38,0.48,0.0
20201116:1030,21.65,26.22,24.78,0.41,0.0
20201116:1130,15.79,12.74,24.44,0.69,0.0
