Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201119:0530,463.64,189.87,17.61,56.01,27.69,0.48,0.0
20201119:0630,470.65,207.05,18.49,60.54,28.84,0.48,0.0
20201119:0730,439.99,228.72,18.26,58.1,29.12,0.55,0.0
20201119:0830,454.51,205.5,17.49,49.95,29.67,0.62,0.0
20201119:0930,315.13,202.61,13.44,38.75,29.71,0.9,0.0
20201119:1030,49.94,121.69,5.04,26.1,27.61,0.97,0.0
20201119:1130,39.87,58.24,2.43,12.7,26.9,1.17,0.0
20201119:1230,0.0,0.0,0.0,-1.09,26.02,0.14,0.0
20201119:1330,0.0,0.0,0.0,0.0,25.76,0.34,0.0
20201119:1430,0.0,0.0,0.0,0.0,25.47,0.14,0.0
20201119:1530,0.0,0.0,0.0,0.0,25.02,0.48,0.0
20201119:1630,0.0,0.0,0.0,0.0,24.75,0.9,0.0
20201119:1730,0.0,0.0,0.0,0.0,24.56,1.03,0.0
20201119:1830,0.0,0.0,0.0,0.0,24.14,1.03,0.0
20201119:1930,0.0,0.0,0.0,0.0,24.37,0.55,0.0
20201119:2030,0.0,0.0,0.0,0.0,24.7,0.34,0.0
20201119:2130,0.0,0.0,0.0,0.0,24.62,0.28,0.0
20201119:2230,0.0,0.0,0.0,0.0,24.2,0.28,0.0
20201119:2330,0.0,0.0,0.0,0.0,24.0,0.14,0.0
20201120:0030,0.0,0.0,0.0,-5.59,23.98,0.28,0.0
20201120:0130,0.0,27.5,1.04,8.26,23.09,0.41,0.0
20201120:0230,239.74,114.09,7.75,21.79,23.8,0.14,0.0
20201120:0330,387.87,119.82,12.3,34.71,25.43,0.34,0.0
20201120:0430,518.28,155.0,17.3,46.45,26.39,0.62,0.0
20201120:0530,653.96,172.21,21.77,55.78,27.6,0.76,0.0
20201120:0630,697.91,172.85,23.17,60.3,28.68,1.17,0.0
20201120:0730,494.84,160.01,17.58,57.91,29.57,1.38,0.0
20201120:0830,412.33,179.57,15.7,49.83,28.39,0.83,0.0
20201120:0930,321.65,140.66,11.77,38.69,28.3,0.48,0.0
20201120:1030,311.63,106.48,9.41,26.06,28.07,0.55,0.0
20201120:1130,123.12,65.2,3.57,12.7,27.4,0.62,0.0
20201120:1230,0.0,0.0,0.0,-1.07,26.53,0.28,0.0
20201120:1330,0.0,0.0,0.0,0.0,26.0,0.97,0.0
20201120:1430,0.0,0.0,0.0,0.0,25.46,1.17,0.0
20201120:1530,0.0,0.0,0.0,0.0,24.96,1.24,0.0
20201120:1630,0.0,0.0,0.0,0.0,24.11,1.38,0.0
20201120:1730,0.0,0.0,0.0,0.0,23.4,1.38,0.0
20201120:1830,0.0,0.0,0.0,0.0,23.42,0.76,0.0
20201120:1930,0.0,0.0,0.0,0.0,22.94,0.55,0.0
20201120:2030,0.0,0.0,0.0,0.0,23.28,0.07,0.0
20201120:2130,0.0,0.0,0.0,0.0,22.81,0.34,0.0
20201120:2230,0.0,0.0,0.0,0.0,21.99,0.48,0.0
20201120:2330,0.0,0.0,0.0,0.0,21.55,0.97,0.0
20201121:0030,0.0,0.0,0.0,-5.69,21.7,1.24,0.0
20201121:0130,0.0,30.91,1.17,8.15,20.83,1.31,0.0
20201121:0230,315.42,97.69,8.6,21.65,22.29,0.76,0.0
20201121:0330,517.72,133.99,15.44,34.54,24.32,0.48,0.0
20201121:0430,699.25,134.26,21.02,46.26,26.4,0.07,0.0
20201121:0530,801.18,138.39,24.49,55.55,28.05,0.21,0.0
20201121:0630,877.23,130.98,26.57,60.07,29.08,0.55,0.0
20201121:0730,841.17,128.54,25.41,57.73,30.13,0.76,0.0
20201121:0830,631.75,140.25,19.85,49.72,30.56,1.1,0.0
20201121:0930,512.25,120.72,15.46,38.62,30.21,1.72,0.0
20201121:1030,379.57,105.72,10.66,26.04,29.3,2.07,0.0
20201121:1130,200.89,67.2,4.56,12.7,28.14,1.72,0.0
20201121:1230,0.0,0.0,0.0,-1.05,26.87,1.17,0.0
20201121:1330,0.0,0.0,0.0,0.0,25.92,0.83,0.0
20201121:1430,0.0,0.0,0.0,0.0,25.23,0.76,0.0
20201121:1530,0.0,0.0,0.0,0.0,24.63,0.9,0.0
20201121:1630,0.0,0.0,0.0,0.0,24.13,1.1,0.0
20201121:1730,0.0,0.0,0.0,0.0,23.74,1.24,0.0
20201121:1830,0.0,0.0,0.0,0.0,23.08,1.17,0.0
20201121:1930,0.0,0.0,0.0,0.0,22.73,0.9,0.0
20201121:2030,0.0,0.0,0.0,0.0,22.4,1.17,0.0
20201121:2130,0.0,0.0,0.0,0.0,22.42,1.31,0.0
20201121:2230,0.0,0.0,0.0,0.0,21.82,1.24,0.0
20201121:2330,0.0,0.0,0.0,0.0,21.61,1.31,0.0
20201122:0030,0.0,0.0,0.0,-5.79,21.25,1.38,0.0
20201122:0130,0.0,37.35,1.41,8.03,20.89,1.38,0.0
20201122:0230,321.95,104.89,8.83,21.52,22.05,0.83,0.0
20201122:0330,508.2,138.29,15.28,34.38,25.04,0.62,0.0
20201122:0430,709.79,132.24,21.15,46.07,26.62,0.55,0.0
20201122:0530,773.83,161.56,24.34,55.33,27.98,0.55,0.0
20201122:0630,847.37,133.37,25.78,59.85,28.91,0.55,0.0
20201122:0730,678.57,161.91,22.11,57.56,29.51,0.9,0.0
20201122:0830,567.3,139.56,18.2,49.61,29.54,1.24,0.0
20201122:0930,460.39,134.57,14.61,38.56,29.34,1.52,0.0
20201122:1030,306.12,97.8,9.01,26.01,28.84,1.72,0.0
20201122:1130,133.81,53.92,3.39,12.7,27.77,1.45,0.0
20201122:1230,0.0,0.0,0.0,-1.03,26.47,1.24,0.0
20201122:1330,0.0,0.0,0.0,0.0,25.4,1.24,0.0
20201122:1430,0.0,0.0,0.0,0.0,24.92,0.9,0.0
20201122:1530,0.0,0.0,0.0,0.0,24.33,0.69,0.0
20201122:1630,0.0,0.0,0.0,0.0,23.95,1.03,0.0
20201122:1730,0.0,0.0,0.0,0.0,23.62,1.38,0.0
20201122:1830,0.0,0.0,0.0,0.0,23.0,1.45,0.0
20201122:1930,0.0,0.0,0.0,0.0,22.74,1.1,0.0
20201122:2030,0.0,0.0,0.0,0.0,22.49,1.17,0.0
20201122:2130,0.0,0.0,0.0,0.0,22.12,1.38,0.0
20201122:2230,0.0,0.0,0.0,0.0,21.74,1.52,0.0
20201122:2330,0.0,0.0,0.0,0.0,21.59,1.45,0.0
20201123:0030,0.0,0.0,0.0,-5.88,21.33,1.52,0.0
20201123:0130,0.0,36.54,1.38,7.92,21.12,1.52,0.0
20201123:0230,281.28,119.04,8.44,21.38,22.22,0.9,0.0
20201123:0330,501.79,131.29,14.89,34.22,25.01,0.69,0.0
20201123:0430,584.77,150.09,18.55,45.88,26.39,0.9,0.0
20201123:0530,748.08,132.19,22.83,55.12,27.3,0.9,0.0
20201123:0630,793.61,165.61,25.19,59.63,28.17,1.03,0.0
20201123:0730,696.53,207.01,23.72,57.39,29.05,1.03,0.0
20201123:0830,581.57,214.54,20.54,49.5,29.24,1.1,0.0
20201123:0930,311.73,211.9,13.5,38.51,29.11,1.45,0.0
20201123:1030,205.63,159.35,8.82,25.99,28.36,1.93,0.0
20201123:1130,65.9,81.27,3.37,12.71,27.4,1.66,0.0
20201123:1230,0.0,0.0,0.0,-1.0,26.32,1.1,0.0
20201123:1330,0.0,0.0,0.0,0.0,25.64,0.55,0.0
20201123:1430,0.0,0.0,0.0,0.0,24.97,0.62,0.0
20201123:1530,0.0,0.0,0.0,0.0,24.56,0.97,0.0
20201123:1630,0.0,0.0,0.0,0.0,24.2,1.1,0.0
20201123:1730,0.0,0.0,0.0,0.0,23.65,0.97,0.0
20201123:1830,0.0,0.0,0.0,0.0,23.29,1.17,0.0
20201123:1930,0.0,0.0,0.0,0.0,23.13,1.1,0.0
20201123:2030,0.0,0.0,0.0,0.0,22.99,1.17,0.0
20201123:2130,0.0,0.0,0.0,0.0,22.84,1.24,0.0
20201123:2230,0.0,0.0,0.0,0.0,22.69,1.24,0.0
20201123:2330,0.0,0.0,0.0,0.0,22.65,1.24,0.0
20201124:0030,0.0,0.0,0.0,-5.98,22.52,1.31,0.0
20201124:0130,0.0,40.96,1.55,7.8,22.28,1.31,0.0
20201124:0230,39.59,113.23,4.45,21.24,22.95,0.76,0.0
20201124:0330,50.06,198.31,7.71,34.06,24.51,0.48,0.0
20201124:0430,121.41,310.9,13.03,45.69,25.38,0.41,0.0
20201124:0530,170.8,290.39,13.66,54.9,26.55,0.62,0.0
20201124:0630,335.73,352.56,19.39,59.42,26.94,0.76,0.0
20201124:0730,198.05,316.43,15.14,57.22,28.36,1.1,0.0
20201124:0830,107.65,204.65,9.38,49.4,27.81,1.24,0.0
20201124:0930,123.2,205.75,9.46,38.45,27.15,1.1,0.0
20201124:1030,78.08,152.38,6.47,25.98,26.93,0.76,0.0
20201124:1130,9.77,65.39,2.34,12.72,26.54,0.14,0.0
20201124:1230,0.0,0.0,0.0,-0.97,25.79,0.07,0.0
20201124:1330,0.0,0.0,0.0,0.0,25.33,0.21,0.0
20201124:1430,0.0,0.0,0.0,0.0,25.01,0.28,0.0
20201124:1530,0.0,0.0,0.0,0.0,25.09,0.21,0.0
20201124:1630,0.0,0.0,0.0,0.0,24.85,0.28,0.0
20201124:1730,0.0,0.0,0.0,0.0,23.98,0.69,0.0
20201124:1830,0.0,0.0,0.0,0.0,23.72,0.97,0.0
20201124:1930,0.0,0.0,0.0,0.0,23.73,0.76,0.0
20201124:2030,0.0,0.0,0.0,0.0,23.38,0.97,0.0
20201124:2130,0.0,0.0,0.0,0.0,23.35,1.1,0.0
20201124:2230,0.0,0.0,0.0,0.0,23.1,1.03,0.0
20201124:2330,0.0,0.0,0.0,0.0,22.99,1.03,0.0
20201125:0030,0.0,0.0,0.0,-6.08,22.86,1.1,0.0
20201125:0130,0.0,33.94,1.28,7.68,22.83,1.1,0.0
20201125:0230,119.15,104.59,5.36,21.11,23.35,0.48,0.0
20201125:0330,174.89,203.21,10.15,33.91,25.03,0.0,0.0
20201125:0430,387.91,244.62,16.56,45.51,26.3,0.62,0.0
20201125:0530,408.33,252.54,17.83,54.7,27.67,1.17,0.0
20201125:0630,129.41,311.06,13.49,59.21,28.38,1.38,0.0
20201125:0730,130.89,290.75,12.83,57.07,28.36,1.86,0.0
20201125:0830,81.34,243.96,10.09,49.31,28.03,1.79,0.0
20201125:0930,50.16,169.04,6.81,38.41,27.76,1.59,0.0
20201125:1030,29.07,121.8,4.66,25.96,26.82,1.03,0.0
20201125:1130,10.81,60.04,2.17,12.73,26.43,0.48,0.0
20201125:1230,0.0,0.0,0.0,-0.93,25.9,0.55,0.0
20201125:1330,0.0,0.0,0.0,0.0,25.5,0.83,0.0
20201125:1430,0.0,0.0,0.0,0.0,24.83,0.83,0.0
20201125:1530,0.0,0.0,0.0,0.0,24.45,0.97,0.0
20201125:1630,0.0,0.0,0.0,0.0,24.1,1.03,0.0
20201125:1730,0.0,0.0,0.0,0.0,23.82,0.97,0.0
20201125:1830,0.0,0.0,0.0,0.0,23.62,0.9,0.0
20201125:1930,0.0,0.0,0.0,0.0,24.49,0.41,0.0
20201125:2030,0.0,0.0,0.0,0.0,24.53,0.14,0.0
20201125:2130,0.0,0.0,0.0,0.0,24.36,0.07,0.0
20201125:2230,0.0,0.0,0.0,0.0,23.77,0.34,0.0
20201125:2330,0.0,0.0,0.0,0.0,23.81,0.28,0.0
20201126:0030,0.0,0.0,0.0,-6.19,23.64,0.28,0.0
20201126:0130,0.0,15.52,0.59,7.57,23.71,0.41,0.0
20201126:0230,44.09,88.24,3.69,20.97,23.63,0.28,0.0
20201126:0330,150.69,157.44,8.27,33.75,24.22,0.07,0.0
20201126:0430,265.1,164.94,11.47,45.33,25.3,0.34,0.0
20201126:0530,317.42,230.16,15.04,54.49,25.86,0.48,0.0
20201126:0630,478.63,199.94,18.16,59.01,27.21,1.03,0.0
20201126:0730,496.96,201.15,18.53,56.92,28.02,1.17,0.0
20201126:0830,446.65,171.4,16.04,49.22,28.27,1.52,0.0
20201126:0930,401.8,157.07,13.77,38.37,28.28,1.79,0.0
20201126:1030,148.95,95.75,5.93,25.96,27.82,2.07,0.0
20201126:1130,57.68,60.54,2.66,12.75,26.5,1.31,0.0
20201126:1230,0.0,0.0,0.0,-0.89,25.66,0.55,0.0
20201126:1330,0.0,0.0,0.0,0.0,24.98,0.34,0.0
20201126:1430,0.0,0.0,0.0,0.0,24.48,0.97,0.0
20201126:1530,0.0,0.0,0.0,0.0,24.11,1.1,0.0
20201126:1630,0.0,0.0,0.0,0.0,23.69,1.1,0.0
20201126:1730,0.0,0.0,0.0,0.0,23.3,1.17,0.0
20201126:1830,0.0,0.0,0.0,0.0,22.88,1.31,0.0
20201126:1930,0.0,0.0,0.0,0.0,23.45,0.9,0.0
20201126:2030,0.0,0.0,0.0,0.0,23.22,0.97,0.0
20201126:2130,0.0,0.0,0.0,0.0,23.0,0.97,0.0
20201126:2230,0.0,0.0,0.0,0.0,22.77,0.83,0.0
20201126:2330,0.0,0.0,0.0,0.0,22.65,0.76,0.0
20201127:0030,0.0,0.0,0.0,-6.29,22.55,0.9,0.0
20201127:0130,0.0,21.45,0.81,7.45,22.67,1.1,0.0
20201127:0230,182.18,109.34,6.43,20.83,23.37,0.76,0.0
20201127:0330,402.85,119.32,12.25,33.59,24.64,0.55,0.0
20201127:0430,514.98,157.39,16.89,45.15,25.74,0.14,0.0
20201127:0530,672.86,152.1,21.24,54.29,27.35,0.28,0.0
20201127:0630,686.78,181.73,22.7,58.82,28.37,0.69,0.0
20201127:0730,567.24,174.78,19.45,56.77,28.89,1.38,0.0
20201127:0830,435.6,191.3,16.31,49.13,28.9,1.59,0.0
20201127:0930,346.27,152.3,12.41,38.33,28.46,1.31,0.0
20201127:1030,215.23,114.15,7.64,25.96,27.95,0.83,0.0
20201127:1130,101.31,48.42,2.8,12.77,26.51,0.34,0.0
20201127:1230,0.0,0.0,0.0,-0.85,25.37,0.07,0.0
20201127:1330,0.0,0.0,0.0,0.0,25.06,0.55,0.0
20201127:1430,0.0,0.0,0.0,0.0,24.77,0.9,0.0
20201127:1530,0.0,0.0,0.0,0.0,24.36,1.17,0.0
20201127:1630,0.0,0.0,0.0,0.0,24.0,1.17,0.0
20201127:1730,0.0,0.0,0.0,0.0,23.59,1.1,0.0
20201127:1830,0.0,0.0,0.0,0.0,23.2,1.1,0.0
20201127:1930,0.0,0.0,0.0,0.0,23.17,1.24,0.0
20201127:2030,0.0,0.0,0.0,0.0,23.01,1.24,0.0
20201127:2130,0.0,0.0,0.0,0.0,22.59,1.31,0.0
20201127:2230,0.0,0.0,0.0,0.0,22.36,1.24,0.0
20201127:2330,0.0,0.0,0.0,0.0,21.96,1.31,0.0
20201128:0030,0.0,0.0,0.0,-6.39,21.6,1.31,0.0
20201128:0130,0.0,27.31,1.03,7.33,21.27,1.38,0.0
20201128:0230,329.58,99.43,8.52,20.7,22.14,0.83,0.0
20201128:0330,523.36,123.58,14.85,33.43,24.79,0.41,0.0
20201128:0430,659.35,133.13,19.55,44.97,26.81,0.34,0.0
20201128:0530,746.26,140.31,22.67,54.1,27.98,0.48,0.0
20201128:0630,650.12,149.85,20.87,58.63,29.19,0.69,0.0
20201128:0730,720.2,140.71,22.23,56.63,29.21,0.76,0.0
20201128:0830,571.33,151.34,18.34,49.06,29.73,0.97,0.0
20201128:0930,421.26,125.92,13.28,38.3,28.85,0.76,0.0
20201128:1030,220.31,90.88,7.06,25.96,28.35,0.41,0.0
20201128:1130,132.89,53.14,3.3,12.8,27.63,0.21,0.0
20201128:1230,0.0,0.0,0.0,-0.8,26.67,0.28,0.0
20201128:1330,0.0,0.0,0.0,0.0,26.12,0.97,0.0
20201128:1430,0.0,0.0,0.0,0.0,25.63,1.17,0.0
20201128:1530,0.0,0.0,0.0,0.0,25.31,1.24,0.0
20201128:1630,0.0,0.0,0.0,0.0,24.96,1.1,0.0
20201128:1730,0.0,0.0,0.0,0.0,24.7,1.17,0.0
20201128:1830,0.0,0.0,0.0,0.0,24.38,1.24,0.0
20201128:1930,0.0,0.0,0.0,0.0,24.06,0.97,0.0
20201128:2030,0.0,0.0,0.0,0.0,23.83,1.03,0.0
20201128:2130,0.0,0.0,0.0,0.0,23.51,1.03,0.0
20201128:2230,0.0,0.0,0.0,0.0,23.32,1.1,0.0
20201128:2330,0.0,0.0,0.0,0.0,23.13,1.1,0.0
20201129:0030,0.0,0.0,0.0,-6.5,23.03,1.24,0.0
20201129:0130,0.0,25.33,0.96,7.21,22.55,1.24,0.0
20201129:0230,196.64,99.19,6.32,20.56,23.57,0.55,0.0
20201129:0330,387.0,157.16,12.84,33.28,25.1,0.48,0.0
20201129:0430,575.85,174.03,18.63,44.79,26.45,0.41,0.0
20201129:0530,624.4,170.82,20.46,53.9,27.88,0.48,0.0
20201129:0630,588.48,177.38,20.06,58.45,29.01,0.48,0.0
20201129:0730,606.63,164.03,20.02,56.5,29.71,0.41,0.0
20201129:0830,521.65,146.93,17.0,48.98,29.91,0.48,0.0
20201129:0930,437.44,114.68,13.3,38.27,29.88,0.55,0.0
20201129:1030,290.05,108.24,8.8,25.96,29.69,0.55,0.0
20201129:1130,106.83,54.64,3.03,12.83,28.91,0.41,0.0
20201129:1230,0.0,0.0,0.0,-0.76,27.78,0.55,0.0
20201129:1330,0.0,0.0,0.0,0.0,27.12,1.1,0.0
20201129:1430,0.0,0.0,0.0,0.0,26.4,0.9,0.0
20201129:1530,0.0,0.0,0.0,0.0,25.96,0.41,0.0
20201129:1630,0.0,0.0,0.0,0.0,25.7,0.41,0.0
20201129:1730,0.0,0.0,0.0,0.0,25.19,0.69,0.0
20201129:1830,0.0,0.0,0.0,0.0,24.7,0.69,0.0
20201129:1930,0.0,0.0,0.0,0.0,24.5,1.03,0.0
20201129:2030,0.0,0.0,0.0,0.0,24.26,1.1,0.0
20201129:2130,0.0,0.0,0.0,0.0,23.91,1.03,0.0
20201129:2230,0.0,0.0,0.0,0.0,23.66,1.03,0.0
20201129:2330,0.0,0.0,0.0,0.0,23.38,1.03,0.0
20201130:0030,0.0,0.0,0.0,-6.6,23.12,1.24,0.0
20201130:0130,0.0,28.74,1.09,7.09,22.85,1.24,0.0
20201130:0230,254.42,117.06,7.65,20.42,23.71,0.76,0.0
20201130:0330,427.69,155.41,13.57,33.13,25.79,0.55,0.0
20201130:0430,481.7,198.01,17.1,44.62,27.36,0.28,0.0
20201130:0530,604.09,186.09,20.34,53.72,28.59,0.07,0.0
20201130:0630,607.84,186.31,20.74,58.27,29.63,0.41,0.0
20201130:0730,416.04,215.04,16.87,56.38,30.53,0.55,0.0
20201130:0830,537.13,161.32,17.72,48.92,30.18,1.24,0.0
20201130:0930,359.58,152.38,12.62,38.25,29.53,0.97,0.0
20201130:1030,216.78,112.03,7.56,25.97,29.03,0.9,0.0
20201130:1130,126.53,59.7,3.38,12.86,28.43,0.76,0.0
20201130:1230,0.0,0.0,0.0,-0.7,27.44,0.55,0.0
20201130:1330,0.0,0.0,0.0,0.0,26.86,0.69,0.0
20201130:1430,0.0,0.0,0.0,0.0,26.43,0.48,0.0
20201130:1530,0.0,0.0,0.0,0.0,26.0,0.55,0.0
20201130:1630,0.0,0.0,0.0,0.0,25.62,0.62,0.0
20201130:1730,0.0,0.0,0.0,0.0,25.15,0.69,0.0
20201130:1830,0.0,0.0,0.0,0.0,24.87,1.24,0.0
20201130:1930,0.0,0.0,0.0,0.0,24.37,0.9,0.0
20201130:2030,0.0,0.0,0.0,0.0,24.33,1.1,0.0
20201130:2130,0.0,0.0,0.0,0.0,24.04,1.24,0.0
20201130:2230,0.0,0.0,0.0,0.0,23.49,1.38,0.0
20201130:2330,0.0,0.0,0.0,0.0,23.15,1.38,0.0
20201201:0030,0.0,0.0,0.0,-6.71,22.84,1.38,0.0
20201201:0130,0.0,25.37,0.96,6.96,22.65,1.17,0.0
20201201:0230,263.25,106.06,7.48,20.29,23.58,0.62,0.0
20201201:0330,502.02,129.48,14.39,32.97,25.73,0.48,0.0
20201201:0430,645.13,133.1,19.05,44.45,27.45,0.55,0.0
20201201:0530,656.61,137.8,20.25,53.54,28.54,0.41,0.0
20201201:0630,770.97,138.01,23.39,58.11,29.23,0.34,0.0
20201201:0730,717.6,149.77,22.26,56.26,29.91,0.69,0.0
20201201:0830,507.42,146.32,16.58,48.86,30.05,0.9,0.0
20201201:0930,477.37,126.06,14.42,38.23,29.31,1.03,0.0
20201201:1030,352.44,110.72,9.97,25.99,28.93,1.66,0.0
20201201:1130,192.03,77.91,4.58,12.9,28.12,1.59,0.0
20201201:1230,0.0,0.0,0.0,-0.65,27.07,1.1,0.0
20201201:1330,0.0,0.0,0.0,0.0,26.0,0.76,0.0
20201201:1430,0.0,0.0,0.0,0.0,25.24,1.03,0.0
20201201:1530,0.0,0.0,0.0,0.0,24.72,1.24,0.0
20201201:1630,0.0,0.0,0.0,0.0,24.33,1.31,0.0
20201201:1730,0.0,0.0,0.0,0.0,23.96,1.31,0.0
20201201:1830,0.0,0.0,0.0,0.0,23.57,1.38,0.0
20201201:1930,0.0,0.0,0.0,0.0,23.74,0.97,0.0
20201201:2030,0.0,0.0,0.0,0.0,23.32,1.17,0.0
20201201:2130,0.0,0.0,0.0,0.0,23.03,1.24,0.0
20201201:2230,0.0,0.0,0.0,0.0,22.63,1.17,0.0
20201201:2330,0.0,0.0,0.0,0.0,22.27,1.17,0.0
20201202:0030,0.0,0.0,0.0,-6.82,22.27,1.31,0.0
20201202:0130,0.0,28.39,1.07,6.84,22.19,1.31,0.0
20201202:0230,106.95,100.82,4.94,20.15,22.73,0.83,0.0
20201202:0330,182.24,216.37,10.52,32.82,24.53,0.41,0.0
20201202:0430,144.97,268.91,12.03,44.28,26.42,0.14,0.0
20201202:0530,90.2,280.97,11.52,53.36,27.41,0.34,0.0
20201202:0630,254.41,316.47,16.28,57.94,27.77,0.48,0.0
20201202:0730,117.83,271.4,11.84,56.15,29.39,0.28,0.0
20201202:0830,70.48,203.49,8.48,48.8,28.59,0.0,0.0
20201202:0930,23.46,152.88,5.71,38.22,28.08,0.34,0.0
20201202:1030,0.14,89.47,3.08,26.0,27.5,0.55,0.0
20201202:1130,0.0,40.42,1.39,12.94,26.89,0.48,0.0
20201202:1230,0.0,0.0,0.0,-0.59,26.43,0.55,0.0
20201202:1330,0.0,0.0,0.0,0.0,25.8,0.97,0.0
20201202:1430,0.0,0.0,0.0,0.0,25.38,1.17,0.0
20201202:1530,0.0,0.0,0.0,0.0,25.12,1.17,0.0
20201202:1630,0.0,0.0,0.0,0.0,24.87,1.17,0.0
20201202:1730,0.0,0.0,0.0,0.0,24.63,0.9,0.0
20201202:1830,0.0,0.0,0.0,0.0,24.21,0.76,0.0
20201202:1930,0.0,0.0,0.0,0.0,24.18,1.24,0.0
20201202:2030,0.0,0.0,0.0,0.0,23.94,1.17,0.0
20201202:2130,0.0,0.0,0.0,0.0,23.71,1.17,0.0
20201202:2230,0.0,0.0,0.0,0.0,22.84,1.03,0.0
20201202:2330,0.0,0.0,0.0,0.0,22.71,0.55,0.0
20201203:0030,0.0,0.0,0.0,0.0,23.33,0.97,0.0
20201203:0130,0.0,6.05,0.23,6.72,22.34,0.62,0.0
20201203:0230,0.0,42.0,1.44,20.02,22.5,0.69,0.0
20201203:0330,0.0,57.39,1.97,32.67,23.56,0.62,0.0
20201203:0430,2.62,99.45,3.47,44.12,23.46,0.76,0.0
20201203:0530,9.75,113.9,4.14,53.19,23.83,0.83,0.0
20201203:0630,8.34,142.29,5.08,57.79,23.63,0.9,0.0
20201203:0730,51.12,179.0,7.3,56.04,23.56,1.03,0.0
20201203:0830,61.23,171.74,7.22,48.75,23.43,1.17,0.0
20201203:0930,41.38,131.08,5.34,38.22,23.67,1.17,0.0
20201203:1030,13.16,73.2,2.75,26.03,23.44,1.31,0.0
20201203:1130,0.61,19.86,0.69,12.98,23.13,0.9,0.0
20201203:1230,0.0,0.0,0.0,-0.53,22.75,0.97,0.0
20201203:1330,0.0,0.0,0.0,0.0,22.32,0.97,0.0
20201203:1430,0.0,0.0,0.0,0.0,22.06,0.76,0.0
20201203:1530,0.0,0.0,0.0,0.0,22.02,1.31,0.0
20201203:1630,0.0,0.0,0.0,0.0,22.58,1.1,0.0
20201203:1730,0.0,0.0,0.0,0.0,22.31,0.97,0.0
20201203:1830,0.0,0.0,0.0,0.0,22.16,0.9,0.0
20201203:1930,0.0,0.0,0.0,0.0,21.64,0.76,0.0
20201203:2030,0.0,0.0,0.0,0.0,21.45,0.69,0.0
20201203:2130,0.0,0.0,0.0,0.0,21.35,0.69,0.0
20201203:2230,0.0,0.0,0.0,0.0,21.29,0.55,0.0
20201203:2330,0.0,0.0,0.0,0.0,21.43,0.55,0.0
20201204:0030,0.0,0.0,0.0,0.0,22.02,0.62,0.0
20201204:0130,0.0,9.46,0.36,6.6,21.42,0.97,0.0
20201204:0230,0.0,28.91,0.99,19.89,21.71,0.69,0.0
20201204:0330,0.0,52.36,1.8,32.53,22.57,0.34,0.0
20201204:0430,1.41,56.84,1.98,43.96,22.45,0.14,0.0
20201204:0530,0.0,71.42,2.45,53.02,24.71,0.34,0.0
20201204:0630,5.07,177.13,6.2,57.64,23.44,0.48,0.0
20201204:0730,9.91,183.01,6.51,55.94,25.42,0.28,0.0
20201204:0830,0.78,143.79,4.96,48.71,26.12,0.28,0.0
20201204:0930,1.4,100.93,3.5,38.21,26.08,0.41,0.0
20201204:1030,5.14,86.21,3.05,26.05,25.83,0.21,0.0
20201204:1130,0.81,39.52,1.37,13.03,25.26,0.28,0.0
20201204:1230,0.0,0.0,0.0,-0.47,25.01,0.28,0.0
20201204:1330,0.0,0.0,0.0,0.0,24.73,0.41,0.0
20201204:1430,0.0,0.0,0.0,0.0,24.48,0.55,0.0
20201204:1530,0.0,0.0,0.0,0.0,24.19,0.83,0.0
20201204:1630,0.0,0.0,0.0,0.0,24.04,0.9,0.0
20201204:1730,0.0,0.0,0.0,0.0,23.76,0.97,0.0
20201204:1830,0.0,0.0,0.0,0.0,23.54,1.03,0.0
20201204:1930,0.0,0.0,0.0,0.0,23.53,0.97,0.0
20201204:2030,0.0,0.0,0.0,0.0,23.14,1.03,0.0
20201204:2130,0.0,0.0,0.0,0.0,22.74,0.97,0.0
20201204:2230,0.0,0.0,0.0,0.0,22.65,0.9,0.0
20201204:2330,0.0,0.0,0.0,0.0,22.5,1.03,0.0
20201205:0030,0.0,0.0,0.0,0.0,22.74,1.1,0.0
20201205:0130,0.0,14.51,0.55,6.48,22.27,1.1,0.0
20201205:0230,20.24,81.69,3.08,19.75,22.47,0.97,0.0
20201205:0330,43.51,167.32,6.5,32.38,24.09,0.48,0.0
20201205:0430,70.47,247.7,9.86,43.81,24.63,0.34,0.0
20201205:0530,115.72,314.79,13.13,52.86,25.85,0.62,0.0
20201205:0630,87.19,241.57,10.2,57.5,26.85,0.55,0.0
20201205:0730,112.21,263.94,11.46,55.85,26.23,0.55,0.0
20201205:0830,65.47,194.84,8.08,48.67,26.29,0.34,0.0
20201205:0930,25.07,162.34,6.06,38.22,26.11,0.14,0.0
20201205:1030,0.0,40.89,1.4,26.08,28.74,0.34,0.0
20201205:1130,0.0,18.55,0.64,13.08,26.67,0.48,0.0
20201205:1230,0.0,0.0,0.0,-0.4,25.17,0.83,0.0
20201205:1330,0.0,0.0,0.0,0.0,24.34,1.1,0.0
20201205:1430,0.0,0.0,0.0,0.0,23.92,1.1,0.0
20201205:1530,0.0,0.0,0.0,0.0,23.66,1.1,0.0
